Type,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Source File,Function Line Number,Module Name,Module Path,Function Address,Root Function Name,Process Name,Process ID,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",5,3,4.27,2.56,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487306,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","perfplay.exe",6360,
"Callee","std::_Traits_helper::copy_s<struct std::char_traits<char> >(char *,unsigned int,char const *,unsigned int)",1,0,0.85,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784859BB,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)",1,1,0.85,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784858A1,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)",2,1,1.71,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784862D3,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::operator+=(char)",2,1,1.71,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784872EE,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)",1,1,0.85,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784860F5,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848643C,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *)","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(char const *)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487149,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *,unsigned int)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784863C3,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *,unsigned int)",7,1,5.98,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784863C3,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *,unsigned int)","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848643C,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *,unsigned int)","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",5,1,4.27,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487237,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *,unsigned int)","perfplay.exe",6360,
"Callee","std::_Traits_helper::copy_s<struct std::char_traits<char> >(char *,unsigned int,char const *,unsigned int)",6,2,5.13,1.71,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784859BB,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *,unsigned int)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",10,0,8.55,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487412,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Caller","boost::char_separator<char,struct std::char_traits<char> >::operator()<class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> > &,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)",10,0,8.55,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\token_functions.hpp",417,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401EF0,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::end(void)",1,0,0.85,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78485ACB,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::replace(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",9,1,7.69,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78486F3C,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)",25,6,21.37,5.13,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848632A,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","perfplay.exe",6360,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",25,6,21.37,5.13,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487286,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","perfplay.exe",6360,
"Callee","std::_Traits_helper::copy_s<struct std::char_traits<char> >(char *,unsigned int,char const *,unsigned int)",15,0,12.82,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784859BB,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)",3,3,2.56,2.56,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784858A1,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)",1,1,0.85,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784860F5,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(char const *)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487149,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(char const *)","perfplay.exe",6360,
"Caller","_main",1,0,0.85,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",72,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401690,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(char const *)","perfplay.exe",6360,
"Caller","boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(char const *,char const *,enum boost::empty_token_policy)",1,0,0.85,0.00,"c:\code library - binary\3g formats 2011\boost\include\boost-1_37\boost\token_functions.hpp",401,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401A10,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(char const *)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *)",2,0,1.71,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x7848643C,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(char const *)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)",6,0,5.13,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487237,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Caller","PigLatinizeBeginsWithConsonant(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",6,0,5.13,0.00,"c:\documents and settings\gb449c\my documents\visual studio 2008\projects\perfplay\perfplay\perfplay.cpp",25,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401050,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Callee","std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >::operator-(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> > const &)const ",1,1,0.85,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784850D8,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *,unsigned int)",5,1,4.27,0.85,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x784863C3,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_String_const_iterator<char,struct std::char_traits<char>,class std::allocator<char> >)","perfplay.exe",6360,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",26,0,22.22,0.00,"",0,"MSVCP90.dll","C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.6161_x-ww_31a54e43\MSVCP90.dll",0x78487286,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Caller","boost::char_separator<char,struct std::char_traits<char> >::char_separator<char,struct std::char_traits<char> >(class boost::char_separator<char,struct std::char_traits<char> > const &)",1,0,0.85,0.00,"",0,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401D70,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
"Caller","std::list<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Buynode(struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,struct std::_List_nod<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Node *,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",2,0,1.71,0.00,"c:\program files\microsoft visual studio 9.0\vc\include\list",1190,"perfplay.exe","C:\Documents and Settings\gb449c\My Documents\Visual Studio 2008\Projects\perfPlay\Release\perfplay.exe",0x00401AF0,"std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","perfplay.exe",6360,
